Destination,Flight Price,Departure,Return Trip,Route from Origin,Route from Destination
Paris,€495,Sun Feb 23rd 2025,Wed Mar 5th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€495,Sun Feb 23rd 2025,Tue Mar 11th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€495,Sun Feb 23rd 2025,Wed Mar 19th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€495,Sun Feb 23rd 2025,Thu Mar 27th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€495,Sun Feb 23rd 2025,Wed Mar 19th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€495,Sun Feb 23rd 2025,Wed Mar 12th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€495,Sun Feb 23rd 2025,Tue Mar 11th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€495,Sun Feb 23rd 2025,Tue Mar 11th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€495,Sun Feb 23rd 2025,Wed Mar 26th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€495,Sun Feb 23rd 2025,Wed Mar 26th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€495,Sun Feb 23rd 2025,Tue Mar 18th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€497,Sun Feb 23rd 2025,Thu Apr 3rd 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€497,Sun Feb 23rd 2025,Wed Apr 2nd 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€497,Sun Feb 23rd 2025,Tue Apr 1st 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€503,Tue Mar 4th 2025,Fri Mar 7th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€503,Tue Mar 4th 2025,Fri Mar 7th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€503,Tue Mar 4th 2025,Sat Mar 8th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€503,Tue Mar 4th 2025,Wed Mar 26th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Tue Mar 4th 2025,Sun Mar 30th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Tue Mar 4th 2025,Sun Mar 30th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Tue Feb 25th 2025,Sun Mar 30th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Tue Feb 25th 2025,Sun Mar 30th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Thu Feb 27th 2025,Sun Mar 30th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Tue Mar 4th 2025,Sun Mar 30th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Tue Feb 25th 2025,Sun Mar 30th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Tue Mar 4th 2025,Sun Mar 30th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Tue Feb 25th 2025,Sun Mar 30th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Tue Mar 4th 2025,Sun Mar 30th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Tue Mar 4th 2025,Sun Mar 30th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Tue Feb 25th 2025,Sun Mar 30th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Tue Feb 25th 2025,Sun Mar 30th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Sun Feb 23rd 2025,Sun Mar 30th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Sun Feb 23rd 2025,Sun Mar 30th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Mon Feb 24th 2025,Sun Mar 30th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Mon Feb 24th 2025,Sun Mar 30th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Mon Mar 3rd 2025,Sun Mar 30th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Mon Mar 3rd 2025,Sun Mar 30th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Wed Feb 26th 2025,Sun Mar 30th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Wed Feb 26th 2025,Sun Mar 30th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Wed Feb 26th 2025,Sun Mar 30th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Wed Feb 26th 2025,Sun Mar 30th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Thu Feb 27th 2025,Sun Mar 30th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Wed Feb 26th 2025,Sun Mar 30th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Wed Feb 26th 2025,Sun Mar 30th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Mon Mar 3rd 2025,Sun Mar 30th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Mon Mar 3rd 2025,Sun Mar 30th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Tue Feb 25th 2025,Thu Mar 27th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Tue Mar 4th 2025,Thu Mar 27th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
Paris,€518,Tue Mar 4th 2025,Thu Mar 27th 2025,Frankfurt (FRA) → Paris (CDG),Paris (CDG) → Frankfurt (FRA)
